_id,geo_lat,geo_long,om_capacidadPersonas,om_categoriaRestaurante,om_tenedores,rdfs_label,schema_address_addressCountry,schema_address_addressLocality,schema_address_postalCode,schema_email,schema_telephone,schema_url,uri
642ed93824816aaade326c06,39.472057,-6.380099,80 pax,3,2,El Clavero (Hotel Alcántara),ES,Cáceres,10001,reservas@hotelalcantaracaceres.com,+34 927223900,http://www.hotelalcantaracaceres.com,http://opendata.caceres.es/recurso/turismo/establecimientos/Restaurante/26-el-clavero-hotel-alcantara
642ed93824816aaade326c07,39.474427,-6.373208,92 pax,3,2,El Corregidor,ES,Cáceres,10003,info@restaurantecorregidor.es-francisrefolio@gmail.com,+34 927216109,http://www.restaurantecorregidor.es,http://opendata.caceres.es/recurso/turismo/establecimientos/Restaurante/27-el-corregidor
642ed93824816aaade326c08,39.473793,-6.373215,150 pax,3,2,El Figón de Eustaquio,ES,Cáceres,10003,reservas@elfigondeeustaquio.com,+34 927244362,http://www.elfigondeeustaquio.com,http://opendata.caceres.es/recurso/turismo/establecimientos/Restaurante/28-el-figon-de-eustaquio
642ed93824816aaade326c09,39.462462,-6.367756,100 pax,4,1,El Globo,ES,Cáceres,10002,restauranteglobo@restauranteglobo.es,+34 927213879,http://www.restauranteglobo.es,http://opendata.caceres.es/recurso/turismo/establecimientos/Restaurante/30-el-globo
642ed93824816aaade326c0a,39.474134,-6.374186,80 pax,2,3,El Mirador  (Hotel AH Ágora) ,ES,Cáceres,10003,recepcioncaceres@ahhotels.com,+34 927626360,http://www.hotelagoracaceres.com,http://opendata.caceres.es/recurso/turismo/establecimientos/Restaurante/31-el-mirador-hotel-ah-agora-
642ed93824816aaade326c0b,39.475271,-6.371592,100 pax,4,2,El Pato,ES,Cáceres,10003,info@restauranteelpato.com,+34 927248736,http://www.restauranteelpato.com,http://opendata.caceres.es/recurso/turismo/establecimientos/Restaurante/33-el-pato
642ed93824816aaade326c0c,39.472912,-6.370034,38 pax,4,1,El Racó de Sanguino,ES,Cáceres,10003,racodesanguino@hotmail.com,+34 927227682,http://www.racodesanguino.es/,http://opendata.caceres.es/recurso/turismo/establecimientos/Restaurante/34-el-raco-de-sanguino
642ed93824816aaade326c0d,39.466461,-6.377921,36 pax,3,2,El Rincón de Julio,ES,Cáceres,10001,info@restauranteelrincondejulio.com,+34 927217319,http://www.restauranteelrincondejulio.com,http://opendata.caceres.es/recurso/turismo/establecimientos/Restaurante/35-el-rincon-de-julio
642ed93824816aaade326c0e,39.453764,-6.366651,70 pax,4,1,El Último Café,ES,Cáceres,10005,info@ultimocafe.es,+34 927221085,http://www.elultimocafe.es,http://opendata.caceres.es/recurso/turismo/establecimientos/Restaurante/37-el-ultimo-cafe
642ed93824816aaade326c0f,39.469637,-6.38371,120 pax,2,3,Eustaquio Blanco,ES,Cáceres,10001,info@restauranteeustaquio.es,+34 927239520,http://www.eustaquioblanco.com,http://opendata.caceres.es/recurso/turismo/establecimientos/Restaurante/38-eustaquio-blanco
642ed93824816aaade326c10,39.473962,-6.398254,80 pax,2,2,Florencia (Hotel Barceló V Centenario),ES,Cáceres,10005,caceresvcentenario@barcelo.com,+34 927232200,http://www.barcelo.com,http://opendata.caceres.es/recurso/turismo/establecimientos/Restaurante/39-florencia-hotel-barcelo-v-centenario
642ed93824816aaade326c11,39.469783,-6.376675,67 pax,3,2,"Foster's Hollywood",ES,Cáceres,10002,fhcaceres04@hotmail.com,+34 927214541,http://www.fostershollywood.es/antoniosilva,"http://opendata.caceres.es/recurso/turismo/establecimientos/Restaurante/41-foster's-hollywood"
642ed93824816aaade326c12,39.468764,-6.398612,95 pax,3,2,Homarus,ES,Cáceres,10005,restaurantehomarus@gmail.com,+34 927235582,http://www.restaurantehomarus.es,http://opendata.caceres.es/recurso/turismo/establecimientos/Restaurante/44-homarus
642ed93824816aaade326c13,39.477129,-6.37159,75 pax,2,2,Hotel Don Manuel,ES,Cáceres,10003,granhoteldonmanuel@atiramhotels.com,+34 927242524,http://www.donmanuelatiramhotels.com/es,http://opendata.caceres.es/recurso/turismo/establecimientos/Restaurante/46-hotel-don-manuel
642ed93824816aaade326c14,39.450198,-6.386911,40 pax,4,1,La Cabaña,ES,Cáceres,10005,ajimcon@gmail.com,+34 927234030,http://reservamesa.com,http://opendata.caceres.es/recurso/turismo/establecimientos/Restaurante/53-la-cabana
642ed93824816aaade326c15,39.473493,-6.374071,50 pax,3,2,La Fusa,ES,Cáceres,10003,jose@restaurantelafusa.com,+34 927213351,http://www.restaurantelafusa.com,http://opendata.caceres.es/recurso/turismo/establecimientos/Restaurante/54-la-fusa
642ed93824816aaade326c16,39.475529,-6.374127,210 Pax,4,1,La Parrilla de Galarza,ES,Cáceres,10003,info@laparrilladegalarza.com,+34 927627219,http://www.laparrilladegalarza.com,http://opendata.caceres.es/recurso/turismo/establecimientos/Restaurante/55-la-parrilla-de-galarza
642ed93824816aaade326c17,39.461012,-6.432658,40 pax,1,4,Las Corchuelas (Hotel Palacio de Arenales),ES,Cáceres,10005,palacioarenales@hospes.com,+34 927620490,http://www.hospes.com,http://opendata.caceres.es/recurso/turismo/establecimientos/Restaurante/56-las-corchuelas-hotel-palacio-de-arenales
642ed93824816aaade326c18,39.48942,-6.359109,100 pax,4,1,Los Siete Robles,ES,Cáceres,10004,los-siete-robles@hotmail.com,927090325,http://www.lossieterobles.es/,http://opendata.caceres.es/recurso/turismo/establecimientos/Restaurante/60-los-siete-robles
642ed93824816aaade326c19,39.476082,-6.369937,36 pax,3,2,Madruelo,ES,Cáceres,10003,madruelo@madruelo.com,+34 927243676,http://madruelo.com/inicio.php,http://opendata.caceres.es/recurso/turismo/establecimientos/Restaurante/61-madruelo
642ed93824816aaade326c1a,39.495058,-6.418413,70 pax-salón 300 pax,4,1,Montebola – Salón Ateneo,ES,Cáceres,10005,clientes@salonateneo.com,+34 927231200,http://www.salonateneo.com,http://opendata.caceres.es/recurso/turismo/establecimientos/Restaurante/65-montebola-–-salon-ateneo
642ed93824816aaade326c1b,39.471525,-6.378131,60 pax,3,2,Oquendo,ES,Cáceres,10001,restauranteoquendo@hotmail.com,+34 927211132,http://www.restauranteoquendo.com,http://opendata.caceres.es/recurso/turismo/establecimientos/Restaurante/68-oquendo
642ed93824816aaade326c1c,39.458221,-6.378875,77 pax,3,2,Pasadena,ES,Cáceres,10005,michel@restaurantepasadena.es,+34 927629494,http://www.restaurantepasadena.es,http://opendata.caceres.es/recurso/turismo/establecimientos/Restaurante/72-pasadena
642ed93824816aaade326c1d,39.473693,-6.373723,45 pax,4,1,Pintores 33,ES,Cáceres,10003,carpaav@hotmai.com,+34 927245231,http://www.pintores33.com,http://opendata.caceres.es/recurso/turismo/establecimientos/Restaurante/74-pintores-33
642ed93824816aaade326c1e,39.47132,-6.370955,24 pax,4,1,Puerta de la Estrella,ES,Cáceres,10003,encuadernacionroma@gmail.com,+34 927228097,http://www.puertadelaestrella.com/,http://opendata.caceres.es/recurso/turismo/establecimientos/Restaurante/76-puerta-de-la-estrella
642ed93824816aaade326c1f,39.470071,-6.384463,220 pax,4,1,Rafa II,ES,Cáceres,10001,info@restauranterafa.com,+34 927231122,http://www.restauranterafa.com/,http://opendata.caceres.es/recurso/turismo/establecimientos/Restaurante/77-rafa-ii
642ed93824816aaade326c20,39.477139,-6.371616,75 pax,2,2,Restaurante Hotel Don Manuel,ES,Cáceres,10003,granhoteldonmanuel@atiramhotels.com,+34 927242524,http://www.donmanuelatiramhotels.com,http://opendata.caceres.es/recurso/turismo/establecimientos/Restaurante/81-restaurante-hotel-don-manuel
642ed93824816aaade326c21,39.488815,-6.413013,180 pax,4,1,Restaurante del Camping Cáceres,ES,Cáceres,10005,info@campingcaceres.com-reservas@campingcaceres.com,+34 927233100,http://www.campingcaceres.com/sierrilla.htm,http://opendata.caceres.es/recurso/turismo/establecimientos/Restaurante/86-restaurante-del-camping-caceres
642ed93824816aaade326c22,39.474053,-6.372045,40 pax,4,1,Tapería Bouquet,ES,Cáceres,10003,mariano.bouquet@gmail.com,+34 927214218,http://www.taperiarestaurantebouquet.es,http://opendata.caceres.es/recurso/turismo/establecimientos/Restaurante/88-taperia-bouquet
642ed93824816aaade326c23,39.481701,-6.363383,50 pax ,3,2,Temis 2.0,ES,Cáceres,10003,temis2.0@live.com,+34 927213248,http://www.temisdospuntocero.com,http://opendata.caceres.es/recurso/turismo/establecimientos/Restaurante/89-temis-2-0
642ed93824816aaade326c24,39.473147,-6.37126,70 pax,2,3,Torre de Sande,ES,Cáceres,10003,consuelo@torredesande.com,+34 927211147,http://www.castillodelaarguijuela.com,http://opendata.caceres.es/recurso/turismo/establecimientos/Restaurante/90-torre-de-sande
642ed93824816aaade326c25,39.472714,-6.371466,110 pax,3,2,Torreorgaz (Parador de Turismo),ES,Cáceres,10003,caceres@parador.es,+34 927211759,http://www.parador.es/es/parador-de-caceres/restaurante,http://opendata.caceres.es/recurso/turismo/establecimientos/Restaurante/91-torreorgaz-parador-de-turismo
642ed93824816aaade326c26,39.38322,-6.34868,800 pax,3,2,Tuareg,ES,Cáceres,10164,info@complejotuareg.net,927129761-607416113,http://www.complejoturareg.com,http://opendata.caceres.es/recurso/turismo/establecimientos/Restaurante/92-tuareg
642ed93824816aaade326c27,39.46911,-6.374121,65 pax,4,1,Abadía,ES,Cáceres,10002,ladirojo@gmail.com,+34 927227526,,http://opendata.caceres.es/recurso/turismo/establecimientos/Restaurante/1-abadia
642ed93824816aaade326c28,39.462651,-6.378044,36 pax,3,2,Asador Casa Diego,ES,Cáceres,10005,diegoplata@hotmail.com,927214004,,http://opendata.caceres.es/recurso/turismo/establecimientos/Restaurante/4-asador-casa-diego
642ed93824816aaade326c29,39.467252,-6.38074,62 pax,4,1,Brotes Verdes,ES,Cáceres,10001,brotesverdescaceres@gmail.com,+34 927700027,,http://opendata.caceres.es/recurso/turismo/establecimientos/Restaurante/11-brotes-verdes
642ed93824816aaade326c2a,39.473765,-6.372888,36 pax,4,1,Chiara,ES,Cáceres,10003,mr-chiara@hotmail.com,+34 927247303,,http://opendata.caceres.es/recurso/turismo/establecimientos/Restaurante/23-chiara
642ed93824816aaade326c2b,39.455414,-6.38074,85 pax,3,2,Javier Martín,ES,Cáceres,10005,restaurantejmartin@yahoo.es,+34 927235906,,http://opendata.caceres.es/recurso/turismo/establecimientos/Restaurante/49-javier-martin
642ed93824816aaade326c2c,39.472511,-6.376298,40 pax,4,1,Kiosko Colón,ES,Cáceres,10001,mostazoycia@terra.es,+34 927215052,,http://opendata.caceres.es/recurso/turismo/establecimientos/Restaurante/50-kiosko-colon
642ed93824816aaade326c2d,39.47103,-6.375788,48 pax,3,2,Liceo,ES,Cáceres,10004,grupoliceocc@hotmail.com,+34 927210518,,http://opendata.caceres.es/recurso/turismo/establecimientos/Restaurante/57-liceo
642ed93824816aaade326c2e,39.473761,-6.373228,22 pax,4,1,Mesón Ibérico,ES,Cáceres,10003,mesonibericorestaurante@hotmail.com,+34 927222959,,http://opendata.caceres.es/recurso/turismo/establecimientos/Restaurante/62-meson-iberico
642ed93824816aaade326c2f,39.473691,-6.37278,46 pax,4,1,Mesón San Juan,ES,Cáceres,10003,reservas@mesonsanjuan.com,927212578-927626648,,http://opendata.caceres.es/recurso/turismo/establecimientos/Restaurante/63-meson-san-juan
642ed93824816aaade326c30,39.465668,-6.380752,60 pax,4,1,Neptuno,ES,Cáceres,10001,larodriguezgo@gmail.com,+34 927237947,,http://opendata.caceres.es/recurso/turismo/establecimientos/Restaurante/67-neptuno
642ed93824816aaade326c31,39.466401,-6.383254,80 pax,3,2,Pastafiore,ES,Cáceres,10001,jorgepastafiore@gmail.com,+34 927233074,,http://opendata.caceres.es/recurso/turismo/establecimientos/Restaurante/73-pastafiore
642ed93824816aaade326c32,39.465401,-6.379479,95 pax,4,1,Restaurante Chino Oriente,ES,Cáceres,10005,xzleistyko@hotmail.com,+34 927238117,,http://opendata.caceres.es/recurso/turismo/establecimientos/Restaurante/78-restaurante-chino-oriente
642ed93824816aaade326c33,39.462355,-6.35173,300 pax,3,2,Asador-Restaurante La Montaña,ES,Cáceres,10003,,+34 927223755,http://lamontanadecaceres.es/tl/RESTAURANTE.htm,http://opendata.caceres.es/recurso/turismo/establecimientos/Restaurante/5-asador-restaurante-la-montana
642ed93824816aaade326c34,39.485104,-6.298776,49 pax,3,2,Guadipark,ES,Cáceres,10003,,+34 678008875,http://guadipark.es/restauracion,http://opendata.caceres.es/recurso/turismo/establecimientos/Restaurante/43-guadipark
642ed93824816aaade326c35,39.421556,-6.37645,50 pax,3,2,Monfragüe (Hotel Cáceres Golf),ES,Cáceres,10195,,+34 927234600,http://www.hotelcaceresgolf.com,http://opendata.caceres.es/recurso/turismo/establecimientos/Restaurante/64-monfragüe-hotel-caceres-golf
642ed93824816aaade326c36,39.469699,-6.384917,60 pax,2,3,Orellana (Hotel Extremadura) ,ES,Cáceres,10001,,927629639,http://www.extremadurahotel.com,http://opendata.caceres.es/recurso/turismo/establecimientos/Restaurante/69-orellana-hotel-extremadura-
642ed93824816aaade326c37,39.473512,-6.372127,502 pax,3,2,Palacio de los Golfines,ES,Cáceres,10003,,+34 927626360,http://www.palaciogolfines.es/,http://opendata.caceres.es/recurso/turismo/establecimientos/Restaurante/71-palacio-de-los-golfines
642ed93824816aaade326c38,39.467888,-6.379763,40 pax,3,2,Aljibe,ES,Cáceres,10001,,+34 927224288,,http://opendata.caceres.es/recurso/turismo/establecimientos/Restaurante/2-aljibe
642ed93824816aaade326c39,39.47537,-6.371506,34 pax,4,1,Cáceres,ES,Cáceres,10003,,927245996,,http://opendata.caceres.es/recurso/turismo/establecimientos/Restaurante/12-caceres
642ed93824816aaade326c3a,39.479423,-6.345006,650 pax,4,1,Campus Universitario de Cáceres,ES,Cáceres,10071,,+34 927182570,,http://opendata.caceres.es/recurso/turismo/establecimientos/Restaurante/16-campus-universitario-de-caceres
642ed93824816aaade326c3b,39.4381746,-6.2718412,150 pax,4,1,Casa Luciano,ES,Cáceres,10005,,+34 927201154,,http://opendata.caceres.es/recurso/turismo/establecimientos/Restaurante/18-casa-luciano
642ed93824816aaade326c3c,39.473689,-6.373717,65 pax,3,2,Centro,ES,Cáceres,10003,,+34 927260009,,http://opendata.caceres.es/recurso/turismo/establecimientos/Restaurante/22-centro
642ed93824816aaade326c3d,39.469324,-6.380254,50 pax,3,2,El Fogón de Toñi,ES,Cáceres,10001,,+34 927260059,,http://opendata.caceres.es/recurso/turismo/establecimientos/Restaurante/29-el-fogon-de-toni
642ed93824816aaade326c3e,39.471483,-6.376408,76 pax,4,1,Gran Muralla,ES,Cáceres,10002,,927248216,,http://opendata.caceres.es/recurso/turismo/establecimientos/Restaurante/42-gran-muralla
642ed93824816aaade326c3f,39.473325,-6.373046,42 pax,3,2,Horno Cacereño,ES,Cáceres,10003,,+34 927222237,,http://opendata.caceres.es/recurso/turismo/establecimientos/Restaurante/45-horno-cacereno
642ed93824816aaade326c40,39.470711,-6.382061,40 pax,4,1,Iñaki Asaja ,ES,Cáceres,10001,,+34 927212333,,http://opendata.caceres.es/recurso/turismo/establecimientos/Restaurante/48-inaki-asaja-
642ed93824816aaade326c41,39.470209,-6.377981,56 pax,4,1,Kiosko de la Música,ES,Cáceres,10002,,+34 927214840,,http://opendata.caceres.es/recurso/turismo/establecimientos/Restaurante/51-kiosko-de-la-musica
642ed93824816aaade326c42,39.475667,-6.371089,30 pax,4,1,Los Portales ,ES,Cáceres,10003,,+34 927228117,,http://opendata.caceres.es/recurso/turismo/establecimientos/Restaurante/59-los-portales-
642ed93824816aaade326c43,39.424402,-6.6903,20 pax,4,1,Montesol,ES,Cáceres,10004,,+34 927182852,,http://opendata.caceres.es/recurso/turismo/establecimientos/Restaurante/66-montesol
642ed93824816aaade326c44,39.471413,-6.37876,48 pax,4,1,Orense,ES,Cáceres,10001,,927224757,,http://opendata.caceres.es/recurso/turismo/establecimientos/Restaurante/70-orense
642ed93824816aaade326c45,39.465893,-6.376617,51 pax,4,1,Plata Domínguez,ES,Cáceres,10002,,+34 927247558,,http://opendata.caceres.es/recurso/turismo/establecimientos/Restaurante/75-plata-dominguez
642ed93824816aaade326c46,39.470651,-6.375288,96 pax,4,1,Restaurante Chino Pekín,ES,Cáceres,10002,,+34 927226655,,http://opendata.caceres.es/recurso/turismo/establecimientos/Restaurante/79-restaurante-chino-pekin
642ed93824816aaade326c47,39.466526,-6.377531,144 pax,4,1,Restaurante Chino Pekín II,ES,Cáceres,10002,,+34 927215357,,http://opendata.caceres.es/recurso/turismo/establecimientos/Restaurante/80-restaurante-chino-pekin-ii
642ed93824816aaade326c48,39.4702,-6.379547,60 pax,4,1,Restaurante Palacio Imperial,ES,Cáceres,10001,,+34 927221258,,http://opendata.caceres.es/recurso/turismo/establecimientos/Restaurante/82-restaurante-palacio-imperial
642ed93824816aaade326c49,39.468911,-6.388964,38 pax,4,1,Sabor Ibérico-Santisteban,ES,Cáceres,10005,,+34 927888066,,http://opendata.caceres.es/recurso/turismo/establecimientos/Restaurante/83-sabor-iberico-santisteban
642ed93824816aaade326c4a,39.455024,-6.379612,84 pax,4,1,Santa Ángela,ES,Cáceres,10005,,+34 927235223,,http://opendata.caceres.es/recurso/turismo/establecimientos/Restaurante/84-santa-angela
642ed93824816aaade326c4b,39.490614,-6.364079,62 pax,4,1,Sera,ES,Cáceres,10004,,+34 927180689,,http://opendata.caceres.es/recurso/turismo/establecimientos/Restaurante/85-sera
642ed93824816aaade326c4c,39.471047,-6.387102,96 pax,4,1,Singapur,ES,Cáceres,10001,,927220045,,http://opendata.caceres.es/recurso/turismo/establecimientos/Restaurante/87-singapur
642ed93824816aaade326c4d,39.470893,-6.372959,,4,1,Bartolo,ES,Cáceres,10002,,927 214 933-610 389 471,,http://opendata.caceres.es/recurso/turismo/establecimientos/Restaurante/7-bartolo
642ed93824816aaade326c4e,39.455176,-6.378644,65 pax,,,La Abacería de Juan ,ES,Cáceres,10005,juan_epro@hotmail.com,927237837-647951197,,http://opendata.caceres.es/recurso/turismo/establecimientos/Restaurante/52-la-abaceria-de-juan-
642ed93824816aaade326c4f,39.475109,-6.37111,,,,Carlos V,ES,Cáceres,10003,asadorcarlosv@hotmail.com,927210125,http://www.asadorcarlosv.es,http://opendata.caceres.es/recurso/turismo/establecimientos/Restaurante/17-carlos-v
642ed93824816aaade326c50,39.475634,-6.372213,,,,8º Arte,ES,Cáceres,10003,restaurante8arte@gmail.com ,+34 927210926,,http://opendata.caceres.es/recurso/turismo/establecimientos/Restaurante/0-8-arte
642ed93824816aaade326c51,39.470215,-6.379397,,,,Camelot Restaurante,ES,Cáceres,10001,agustinpajares30@gmail.com,+34 687179051,,http://opendata.caceres.es/recurso/turismo/establecimientos/Restaurante/14-camelot-restaurante
642ed93824816aaade326c52,39.479867,-6.369206,,,,El Señor de la Dehesa,ES,Cáceres,10004,valentinjardin01@gmail.com,+34 622858930,,http://opendata.caceres.es/recurso/turismo/establecimientos/Restaurante/36-el-senor-de-la-dehesa
642ed93824816aaade326c53,39.473771,-6.373177,,,,Ibérico,ES,Cáceres,10003,raulmarquezv@hotmail.com,+34 927222959,,http://opendata.caceres.es/recurso/turismo/establecimientos/Restaurante/47-iberico
642ed93824816aaade326c54,39.470844,-6.375534,,,,Los Duendes,ES,Cáceres,10002,,927 214 331,http://www.braserialosduendescaceres.com/,http://opendata.caceres.es/recurso/turismo/establecimientos/Restaurante/58-los-duendes
642ed93824816aaade326c55,39.472316,-6.37254,,,,Calenda,ES,Cáceres,10003,,927215511,,http://opendata.caceres.es/recurso/turismo/establecimientos/Restaurante/13-calenda
642ed93824816aaade326c56,39.464858,-6.367147,,,,El Montaíto,ES,Cáceres,10003,,+34 927210061,,http://opendata.caceres.es/recurso/turismo/establecimientos/Restaurante/32-el-montaito
642ed93824816aaade326c57,39.467436,-6.385678,,,,Food House,ES,Cáceres,10001,,927 761 669,,http://opendata.caceres.es/recurso/turismo/establecimientos/Restaurante/40-food-house
